id,session,tempdta,temp,crt,mathreported,mathcorrect,mathmistakes,wordstotalreported,wordstotalcorrect,wordsmistakes,repeats,word2,word3,word4,word5,word6,word7,word8,word9,word score,male,gender,age,majorecon,nativegerman,enjoymath,enjoywords,strongme,temp category,cool,normal,warm,hot,month
354,16,20,20,1,8,7,1,10,10,0,0,0,1,4,4,1,0,0,0,127,0,F,22,0,0,6,7,8,normal,0,1,0,0,11
355,16,20,20,2,6,5,1,12,12,0,0,0,1,5,2,3,0,1,0,185,0,F,27,0,1,3,4,5,normal,0,1,0,0,11
356,17,24.479999542,24.48,3,18,16,2,28,28,0,0,0,7,12,7,2,0,0,0,309,1,M,26,0,1,6,6,5,normal,0,1,0,0,11
357,17,24.479999542,24.48,3,6,6,0,8,8,0,0,0,2,3,2,0,0,1,0,108,1,M,21,1,1,9,9,9,normal,0,1,0,0,11
358,17,24.479999542,24.48,3,15,13,2,18,18,0,0,3,4,8,3,0,0,0,0,158,1,M,37,0,1,7,6,8,normal,0,1,0,0,11
359,17,24.479999542,24.48,3,10,8,2,28,27,1,0,0,13,9,4,1,0,0,0,249,0,F,21,0,1,7,8,8,normal,0,1,0,0,11
360,17,24.479999542,24.48,3,11,8,3,29,28,1,0,0,6,16,4,1,0,1,0,313,1,M,22,0,0,6,7,10,normal,0,1,0,0,11
361,17,24.479999542,24.48,1,11,9,2,31,31,0,0,0,12,10,6,2,0,1,0,340,0,F,21,0,1,3,10,7,normal,0,1,0,0,11
362,17,24.479999542,24.48,0,5,5,0,21,21,0,0,0,2,9,5,3,1,1,0,304,0,F,29,0,1,1,10,5,normal,0,1,0,0,11
363,17,24.479999542,24.48,2,13,13,0,21,21,0,0,2,11,7,1,0,0,0,0,157,1,M,22,1,1,3,7,5,normal,0,1,0,0,11
364,17,24.479999542,24.48,3,18,15,3,15,15,0,0,0,6,3,1,5,0,0,0,186,1,M,24,1,0,10,5,10,normal,0,1,0,0,11
365,17,24.479999542,24.48,3,10,9,1,28,28,0,0,1,8,13,4,2,0,0,0,283,0,F,19,0,1,6,7,5,normal,0,1,0,0,11
366,17,24.479999542,24.48,2,13,9,4,13,13,0,0,1,4,5,2,1,0,0,0,128,0,F,23,1,0,9,8,8,normal,0,1,0,0,11
367,17,24.479999542,24.48,2,10,3,7,20,17,3,0,0,1,11,3,2,0,0,0,203,0,F,29,0,1,4,9,3,normal,0,1,0,0,11
368,17,24.479999542,24.48,2,10,5,5,24,23,1,0,1,6,12,2,2,0,0,0,231,0,F,22,1,1,4,9,10,normal,0,1,0,0,11
369,17,24.479999542,24.48,3,23,21,2,18,16,2,0,1,2,8,5,0,0,0,0,170,1,M,20,0,1,10,6,7,normal,0,1,0,0,11
370,17,24.479999542,24.48,3,13,12,1,19,18,1,0,1,5,6,3,2,1,0,0,208,1,M,19,0,1,8,7,7,normal,0,1,0,0,11
371,17,24.479999542,24.48,3,13,12,1,17,17,0,0,0,4,10,2,1,0,0,0,175,0,F,20,1,0,7,8,7,normal,0,1,0,0,11
372,17,24.479999542,24.48,2,10,7,3,9,9,0,0,1,5,1,2,0,0,0,0,73,1,M,23,0,1,9,9,8,normal,0,1,0,0,11
373,17,24.479999542,24.48,3,12,10,2,20,20,0,0,1,4,7,7,1,0,0,0,223,1,M,19,1,1,9,9,7,normal,0,1,0,0,11
374,17,24.479999542,24.48,2,15,14,1,11,10,1,0,1,1,6,1,1,0,0,0,105,0,F,22,0,0,7,5,8,normal,0,1,0,0,11
375,17,24.479999542,24.48,2,12,10,2,25,25,0,0,4,6,7,4,4,0,0,0,262,1,M,28,0,1,8,8,7,normal,0,1,0,0,11
376,17,24.479999542,24.48,2,4,4,0,11,11,0,0,1,4,3,2,1,0,0,0,108,1,M,19,0,1,2,7,6,normal,0,1,0,0,11
377,17,24.479999542,24.48,2,16,14,2,14,14,0,0,0,3,5,4,1,1,0,0,177,1,M,19,1,1,10,6,7,normal,0,1,0,0,11
378,18,30.649999619,30.65,3,17,13,4,28,28,0,0,0,5,10,7,6,0,0,0,361,0,F,20,0,1,9,10,7,hot,0,0,0,1,11
379,18,30.649999619,30.65,2,21,12,9,32,32,0,0,4,13,11,4,0,0,0,0,260,1,M,19,0,1,6,8,9,hot,0,0,0,1,11
380,18,30.649999619,30.65,2,11,10,1,16,15,1,0,0,5,4,3,3,0,0,0,178,1,M,21,1,0,8,8,8,hot,0,0,0,1,11
381,18,30.649999619,30.65,3,20,20,0,14,14,0,0,0,3,8,3,0,0,0,0,143,1,M,22,1,1,7,1,7,hot,0,0,0,1,11
382,18,30.649999619,30.65,3,12,11,1,33,33,0,0,2,8,17,4,2,0,0,0,326,1,M,22,0,0,10,3,10,hot,0,0,0,1,11
383,18,30.649999619,30.65,3,9,7,2,24,24,0,0,1,6,10,6,1,0,0,0,250,0,F,19,0,1,2,5,9,hot,0,0,0,1,11
384,18,30.649999619,30.65,0,7,5,2,8,8,0,0,0,1,4,1,2,0,0,0,103,0,F,24,1,0,2,2,10,hot,0,0,0,1,11
385,18,30.649999619,30.65,3,13,12,1,25,25,0,0,3,10,8,3,1,0,0,0,215,0,F,29,0,1,9,3,10,hot,0,0,0,1,11
386,18,30.649999619,30.65,3,13,13,0,10,10,0,0,2,2,2,3,1,0,0,0,104,1,M,20,0,0,8,1,10,hot,0,0,0,1,11
387,18,30.649999619,30.65,3,18,17,1,14,13,1,0,0,3,7,2,1,0,0,0,139,0,F,26,0,1,8,7,8,hot,0,0,0,1,11
388,18,30.649999619,30.65,3,16,14,2,29,29,0,0,1,12,9,4,3,0,0,0,288,1,M,27,0,1,10,10,8,hot,0,0,0,1,11
389,18,30.649999619,30.65,2,15,14,1,14,13,1,0,1,5,4,2,1,0,0,0,124,0,F,19,1,0,4,7,5,hot,0,0,0,1,11
390,18,30.649999619,30.65,2,19,18,1,11,11,0,0,1,1,1,7,1,0,0,0,145,1,M,25,1,0,5,2,7,hot,0,0,0,1,11
391,18,30.649999619,30.65,2,12,9,3,22,21,1,0,0,3,10,8,0,0,0,0,238,0,F,27,0,1,10,10,10,hot,0,0,0,1,11
392,18,30.649999619,30.65,3,9,6,3,21,16,5,0,1,4,7,1,3,0,0,0,175,1,M,20,0,1,9,3,9,hot,0,0,0,1,11
393,18,30.649999619,30.65,3,21,19,2,20,20,0,0,0,3,4,11,2,0,0,0,265,1,M,21,0,1,9,8,3,hot,0,0,0,1,11
394,18,30.649999619,30.65,3,13,8,5,23,23,0,0,1,6,8,6,2,0,0,0,251,1,M,17,1,1,8,10,8,hot,0,0,0,1,11
395,18,30.649999619,30.65,1,13,10,3,23,19,4,0,1,10,6,2,0,0,0,0,153,1,M,25,1,1,6,7,10,hot,0,0,0,1,11
396,18,30.649999619,30.65,1,20,18,2,21,19,2,0,0,8,3,6,2,0,0,0,210,1,M,25,1,1,7,5,10,hot,0,0,0,1,11
397,18,30.649999619,30.65,3,14,13,1,17,17,0,0,3,5,7,2,0,0,0,0,139,1,M,27,0,0,10,10,10,hot,0,0,0,1,11
398,18,30.649999619,30.65,3,14,13,1,38,38,0,0,4,11,16,4,3,0,0,0,361,0,F,24,0,1,10,10,10,hot,0,0,0,1,11
399,18,30.649999619,30.65,2,14,7,7,17,17,0,0,2,5,3,4,3,0,0,0,189,1,M,19,1,1,8,6,6,hot,0,0,0,1,11
400,18,30.649999619,30.65,3,12,11,1,22,22,0,0,2,8,9,3,0,0,0,0,189,1,M,19,0,1,1,9,1,hot,0,0,0,1,11
401,18,30.649999619,30.65,3,9,5,4,23,20,3,0,2,6,6,3,2,1,0,0,217,1,M,19,1,0,1,7,2,hot,0,0,0,1,11
402,18,30.649999619,30.65,2,10,7,3,28,27,1,0,2,12,9,3,1,0,0,0,234,1,M,21,0,1,2,10,6,hot,0,0,0,1,11
403,19,17.829999924,17.83,3,7,7,0,21,21,0,0,1,7,6,7,0,0,0,0,210,0,F,20,0,1,2,8,9,cool,1,0,0,0,11
404,19,17.829999924,17.83,3,15,14,1,16,15,1,0,1,3,7,4,0,0,0,0,151,1,M,19,0,1,10,7,10,cool,1,0,0,0,11
405,19,17.829999924,17.83,1,11,10,1,12,12,0,0,0,2,6,4,0,0,0,0,132,0,F,29,0,0,3,5,9,cool,1,0,0,0,11
406,19,17.829999924,17.83,3,20,17,3,34,28,4,2,4,5,9,7,3,0,0,0,300,1,M,23,1,1,7,9,8,cool,1,0,0,0,11
407,19,17.829999924,17.83,3,15,13,2,31,31,0,0,1,3,15,9,3,0,0,0,369,1,M,19,1,0,9,10,8,cool,1,0,0,0,11
408,19,17.829999924,17.83,0,9,7,2,22,22,0,0,3,8,7,4,0,0,0,0,187,1,M,22,0,1,8,9,10,cool,1,0,0,0,11
409,19,17.829999924,17.83,3,13,7,6,19,19,0,0,0,5,9,5,0,0,0,0,195,1,M,21,0,1,10,6,10,cool,1,0,0,0,11
410,19,17.829999924,17.83,3,14,12,2,28,28,0,0,1,13,11,1,2,0,0,0,248,0,F,19,0,1,6,7,6,cool,1,0,0,0,11
411,19,17.829999924,17.83,3,8,8,0,21,21,0,0,1,8,9,2,1,0,0,0,192,0,F,22,0,1,5,9,8,cool,1,0,0,0,11
412,19,17.829999924,17.83,2,15,13,2,12,9,3,0,0,2,4,2,0,1,0,0,110,1,M,32,1,0,7,6,9,cool,1,0,0,0,11
413,19,17.829999924,17.83,2,3,3,0,49,44,3,2,1,5,16,12,8,1,1,0,605,0,F,29,0,1,1,10,5,cool,1,0,0,0,11
414,19,17.829999924,17.83,3,16,15,1,19,19,0,0,1,3,4,6,5,0,0,0,256,0,F,27,0,1,6,7,7,cool,1,0,0,0,11
415,19,17.829999924,17.83,3,19,19,0,27,27,0,0,0,3,14,7,3,0,0,0,326,1,M,27,0,1,8,8,9,cool,1,0,0,0,11
416,19,17.829999924,17.83,3,19,19,0,22,22,0,0,0,5,7,7,3,0,0,0,268,1,M,25,0,1,8,6,8,cool,1,0,0,0,11
417,19,17.829999924,17.83,3,19,17,2,32,32,0,0,0,8,15,4,3,1,1,0,385,1,M,22,0,1,7,8,7,cool,1,0,0,0,11
418,19,17.829999924,17.83,1,13,12,1,13,13,0,0,1,3,4,4,0,0,0,1,166,0,F,23,1,0,7,8,9,cool,1,0,0,0,11
419,19,17.829999924,17.83,2,12,11,1,21,21,0,0,2,7,5,4,3,0,0,0,221,1,M,20,1,1,9,10,10,cool,1,0,0,0,11
420,19,17.829999924,17.83,1,12,12,0,20,18,2,0,4,2,6,5,1,0,0,0,180,1,M,27,1,1,10,10,9,cool,1,0,0,0,11
421,19,17.829999924,17.83,3,13,11,2,12,12,0,0,1,2,5,2,1,1,0,0,144,0,F,25,1,0,10,7,9,cool,1,0,0,0,11
422,19,17.829999924,17.83,2,13,8,5,22,20,2,0,0,4,10,5,1,0,0,0,220,1,M,26,0,1,3,8,10,cool,1,0,0,0,11
423,19,17.829999924,17.83,3,14,14,0,18,18,0,0,0,2,7,6,3,0,0,0,235,1,M,19,1,1,5,10,9,cool,1,0,0,0,11
424,19,17.829999924,17.83,3,18,16,2,17,17,0,0,0,5,7,4,1,0,0,0,181,1,M,22,0,1,7,5,5,cool,1,0,0,0,11
425,19,17.829999924,17.83,2,19,13,6,13,13,0,0,0,1,2,6,3,1,0,0,207,1,M,19,0,0,7,9,8,cool,1,0,0,0,11
426,19,17.829999924,17.83,0,6,3,3,15,0,15,0,0,0,0,0,0,0,0,0,0,0,F,40,0,1,4,8,4,cool,1,0,0,0,11
427,19,17.829999924,17.83,3,18,17,1,5,5,0,0,0,0,2,2,1,0,0,0,71,1,M,21,0,0,8,3,6,cool,1,0,0,0,11
428,20,18.159999847,18.16,2,12,9,3,21,20,1,0,1,7,7,4,1,0,0,0,196,1,M,22,1,1,7,5,7,cool,1,0,0,0,11
429,20,18.159999847,18.16,3,7,7,0,31,31,0,0,0,6,17,3,4,1,0,0,363,0,F,20,0,1,5,10,7,cool,1,0,0,0,11
430,20,18.159999847,18.16,3,14,12,2,45,45,0,0,0,12,19,10,4,0,0,0,496,1,M,21,1,1,7,9,7,cool,1,0,0,0,11
431,20,18.159999847,18.16,3,11,10,1,26,26,0,0,2,7,11,5,1,0,0,0,254,1,M,28,0,1,1,7,7,cool,1,0,0,0,11
432,20,18.159999847,18.16,0,10,7,3,17,17,0,0,1,8,5,2,1,0,0,0,152,0,F,21,0,1,3,3,8,cool,1,0,0,0,11
433,20,18.159999847,18.16,1,7,4,3,15,14,1,0,0,1,7,4,1,1,0,0,185,0,F,23,1,1,3,10,3,cool,1,0,0,0,11
434,20,18.159999847,18.16,3,13,12,1,18,18,0,0,0,1,8,7,2,0,0,0,233,1,M,21,0,1,5,5,8,cool,1,0,0,0,11
435,20,18.159999847,18.16,3,7,5,2,24,24,0,0,1,5,12,4,2,0,0,0,255,0,F,20,1,1,7,9,10,cool,1,0,0,0,11
436,20,18.159999847,18.16,0,9,7,2,16,16,0,0,0,8,4,3,1,0,0,0,154,1,M,17,0,0,6,6,8,cool,1,0,0,0,11
437,20,18.159999847,18.16,1,10,8,2,21,21,0,0,0,5,6,6,4,0,0,0,264,0,F,22,1,1,3,4,3,cool,1,0,0,0,11
438,20,18.159999847,18.16,1,8,7,1,20,20,0,0,2,8,5,4,1,0,0,0,185,0,F,30,1,1,6,6,7,cool,1,0,0,0,11
439,20,18.159999847,18.16,3,8,3,5,18,18,0,0,4,9,3,1,1,0,0,0,132,1,M,20,1,1,5,5,,cool,1,0,0,0,11
440,20,18.159999847,18.16,3,11,10,1,22,21,1,0,2,11,2,4,1,1,0,0,201,1,M,23,1,1,8,5,9,cool,1,0,0,0,11
441,20,18.159999847,18.16,3,17,17,0,33,32,1,0,0,3,16,9,4,0,0,0,397,1,M,27,0,1,8,10,9,cool,1,0,0,0,11
442,20,18.159999847,18.16,1,9,4,5,13,13,0,0,0,1,7,4,1,0,0,0,157,1,M,21,0,1,4,3,8,cool,1,0,0,0,11
443,20,18.159999847,18.16,0,9,9,0,10,10,0,0,0,2,4,2,2,0,0,0,124,0,F,28,0,0,1,5,10,cool,1,0,0,0,11
444,20,18.159999847,18.16,3,18,13,5,21,21,0,0,3,3,8,5,2,0,0,0,224,0,F,19,1,1,5,10,10,cool,1,0,0,0,11
445,20,18.159999847,18.16,2,10,6,4,10,9,1,0,0,1,1,5,2,0,0,0,133,0,F,20,1,0,4,8,10,cool,1,0,0,0,11
446,20,18.159999847,18.16,3,7,4,3,33,31,2,0,1,6,12,12,0,0,0,0,339,0,F,28,0,1,4,8,8,cool,1,0,0,0,11
447,20,18.159999847,18.16,3,11,7,4,20,20,0,0,1,4,8,4,3,0,0,0,230,0,F,20,0,1,7,4,10,cool,1,0,0,0,11
448,20,18.159999847,18.16,3,11,7,4,25,25,0,0,2,7,10,4,1,1,0,0,257,1,M,20,1,0,5,7,8,cool,1,0,0,0,11
449,20,18.159999847,18.16,0,9,7,2,18,18,0,0,0,4,6,7,1,0,0,0,210,0,F,34,0,1,6,9,7,cool,1,0,0,0,11
450,20,18.159999847,18.16,2,12,7,5,30,30,0,0,1,10,12,4,3,0,0,0,306,0,F,22,1,1,5,7,10,cool,1,0,0,0,11
451,20,18.159999847,18.16,2,17,14,3,20,20,0,0,2,6,7,4,1,0,0,0,193,1,M,20,0,1,8,10,7,cool,1,0,0,0,11
452,21,16.190000534,16.19,3,12,9,3,27,26,0,1,3,10,9,4,0,0,0,0,219,1,M,22,0,0,4,8,,cool,1,0,0,0,12
453,21,16.190000534,16.19,3,21,21,0,45,45,0,0,0,6,23,10,6,0,0,0,542,1,M,22,0,1,8,7,,cool,1,0,0,0,12
454,21,16.190000534,16.19,3,20,10,10,24,24,0,0,4,4,11,5,0,0,0,0,221,1,M,22,1,0,8,6,,cool,1,0,0,0,12
455,21,16.190000534,16.19,0,9,6,3,20,18,2,0,2,6,6,4,0,0,0,0,162,0,F,19,0,1,2,9,,cool,1,0,0,0,12
456,21,16.190000534,16.19,3,19,14,5,22,22,0,0,2,4,7,5,4,0,0,0,259,1,M,21,0,1,8,8,,cool,1,0,0,0,12
457,21,16.190000534,16.19,0,6,4,2,8,7,1,0,0,0,5,2,0,0,0,0,80,0,F,19,0,1,5,8,,cool,1,0,0,0,12
458,21,16.190000534,16.19,3,17,17,0,36,36,0,0,3,7,17,5,4,0,0,0,380,1,M,23,1,1,10,10,,cool,1,0,0,0,12
459,21,16.190000534,16.19,3,18,16,2,43,43,0,0,1,6,23,10,3,0,0,0,482,1,M,19,0,1,10,10,,cool,1,0,0,0,12
460,21,16.190000534,16.19,0,7,7,0,14,14,0,0,0,4,5,3,2,0,0,0,161,0,F,21,0,0,1,8,,cool,1,0,0,0,12
461,21,16.190000534,16.19,2,9,7,2,22,21,1,0,3,9,6,1,2,0,0,0,180,1,M,22,1,1,4,6,,cool,1,0,0,0,12
462,21,16.190000534,16.19,3,14,11,3,26,26,0,0,3,8,8,6,1,0,0,0,248,0,F,29,0,1,5,7,,cool,1,0,0,0,12
463,21,16.190000534,16.19,3,19,12,7,20,20,0,0,1,9,6,3,1,0,0,0,183,1,M,20,1,1,10,2,,cool,1,0,0,0,12
464,21,16.190000534,16.19,3,11,10,1,23,23,0,0,0,3,12,5,3,0,0,0,276,0,F,26,0,1,7,8,,cool,1,0,0,0,12
465,21,16.190000534,16.19,3,29,28,1,38,33,5,0,0,6,10,10,6,1,0,0,440,1,M,23,0,1,8,7,,cool,1,0,0,0,12
466,21,16.190000534,16.19,3,18,17,1,28,27,1,0,2,5,10,8,2,0,0,0,298,1,M,21,1,1,8,8,,cool,1,0,0,0,12
467,21,16.190000534,16.19,3,11,8,3,19,19,0,0,0,7,11,1,0,0,0,0,167,1,M,18,1,1,6,4,,cool,1,0,0,0,12
468,21,16.190000534,16.19,0,6,6,0,9,2,7,0,0,0,1,1,0,0,0,0,25,0,F,26,0,1,1,10,,cool,1,0,0,0,12
469,21,16.190000534,16.19,1,11,8,3,18,17,1,0,2,2,8,4,1,0,0,0,179,0,F,22,1,1,6,10,,cool,1,0,0,0,12
470,21,16.190000534,16.19,3,24,23,1,44,44,0,0,4,14,13,8,5,0,0,0,451,1,M,23,1,1,10,10,,cool,1,0,0,0,12
471,21,16.190000534,16.19,3,14,14,0,26,26,0,0,4,8,8,3,3,0,0,0,248,1,M,23,0,1,6,7,,cool,1,0,0,0,12
472,21,16.190000534,16.19,3,17,16,1,22,22,0,0,2,3,6,7,3,0,1,0,288,1,M,28,0,1,8,10,,cool,1,0,0,0,12
473,21,16.190000534,16.19,1,6,5,1,4,2,2,0,0,1,1,0,0,0,0,0,16,1,M,19,0,1,2,4,,cool,1,0,0,0,12
474,21,16.190000534,16.19,2,16,8,8,20,20,0,0,0,8,9,1,2,0,0,0,195,1,M,22,1,1,6,2,,cool,1,0,0,0,12
475,22,22.909999847,22.91,3,12,7,5,22,22,0,0,0,3,7,7,4,1,0,0,305,0,F,22,0,1,2,9,,normal,0,1,0,0,12
476,22,22.909999847,22.91,3,7,5,2,22,22,0,0,1,4,12,3,2,0,0,0,234,0,F,25,0,1,2,8,,normal,0,1,0,0,12
477,22,22.909999847,22.91,3,20,18,2,21,20,1,0,2,1,8,5,4,0,0,0,251,0,F,32,0,0,10,5,,normal,0,1,0,0,12
478,22,22.909999847,22.91,1,13,11,2,24,24,0,0,2,11,4,5,2,0,0,0,229,0,F,20,1,1,9,8,,normal,0,1,0,0,12
479,22,22.909999847,22.91,1,10,9,1,27,26,1,0,5,12,3,3,3,0,0,0,225,0,F,24,0,1,4,8,,normal,0,1,0,0,12
480,22,22.909999847,22.91,3,16,16,0,45,41,4,0,0,4,14,14,7,2,0,0,577,1,M,24,0,1,8,7,,normal,0,1,0,0,12
481,22,22.909999847,22.91,1,13,13,0,24,23,0,1,0,5,13,5,0,0,0,0,235,1,M,22,0,1,8,8,,normal,0,1,0,0,12
482,22,22.909999847,22.91,3,12,9,3,30,30,0,0,0,6,10,5,7,2,0,0,414,1,M,21,1,1,10,7,,normal,0,1,0,0,12
483,22,22.909999847,22.91,3,18,16,2,33,33,0,0,5,8,9,5,5,0,1,0,369,1,M,21,1,1,8,10,,normal,0,1,0,0,12
484,22,22.909999847,22.91,3,13,12,1,21,19,2,0,0,5,8,3,3,0,0,0,218,1,M,25,1,1,9,7,,normal,0,1,0,0,12
485,22,22.909999847,22.91,2,16,15,1,26,26,0,0,3,7,7,6,3,0,0,0,274,0,F,23,0,1,7,7,,normal,0,1,0,0,12
486,22,22.909999847,22.91,0,12,11,1,22,21,1,0,2,7,8,3,0,0,1,0,209,1,M,20,1,1,7,9,,normal,0,1,0,0,12
487,22,22.909999847,22.91,3,10,7,3,20,20,0,0,1,5,9,4,1,0,0,0,204,1,M,21,1,1,5,8,,normal,0,1,0,0,12
488,22,22.909999847,22.91,3,11,10,1,38,34,4,0,0,4,11,11,6,2,0,0,481,0,F,24,0,1,6,9,,normal,0,1,0,0,12
489,22,22.909999847,22.91,3,14,14,0,28,26,0,2,2,5,13,5,1,0,0,0,262,1,M,28,0,1,7,8,,normal,0,1,0,0,12
490,22,22.909999847,22.91,2,15,14,1,21,21,0,0,1,4,9,4,3,0,0,0,240,1,M,23,0,1,6,10,,normal,0,1,0,0,12
491,22,22.909999847,22.91,3,12,9,3,10,10,0,0,1,2,6,1,0,0,0,0,90,1,M,20,1,0,8,7,,normal,0,1,0,0,12
492,22,22.909999847,22.91,3,6,6,0,10,10,0,0,1,1,4,2,1,1,0,0,128,1,M,39,0,0,8,9,,normal,0,1,0,0,12
493,22,22.909999847,22.91,1,8,5,3,31,30,1,0,1,11,7,7,4,0,0,0,328,0,F,22,0,0,1,7,,normal,0,1,0,0,12
494,22,22.909999847,22.91,3,7,6,1,24,24,0,0,2,10,6,3,3,0,0,0,234,0,F,20,1,0,1,10,,normal,0,1,0,0,12
495,22,22.909999847,22.91,1,13,13,0,4,4,0,0,0,2,1,1,0,0,0,0,37,0,F,21,1,0,9,3,,normal,0,1,0,0,12
496,23,30.229999542,30.23,0,14,11,3,22,21,1,0,2,7,7,3,2,0,0,0,205,0,F,19,0,1,3,6,,hot,0,0,0,1,12
497,23,30.229999542,30.23,1,31,28,3,12,7,5,0,0,5,1,0,1,0,0,0,61,1,M,27,1,1,9,1,,hot,0,0,0,1,12
498,23,30.229999542,30.23,3,12,10,2,34,31,0,3,2,8,15,4,2,0,0,0,306,0,F,20,0,1,6,8,,hot,0,0,0,1,12
499,23,30.229999542,30.23,2,7,5,2,21,21,0,0,4,5,6,6,0,0,0,0,192,1,M,19,1,1,3,5,,hot,0,0,0,1,12
500,23,30.229999542,30.23,0,15,13,2,18,17,1,0,1,3,9,2,2,0,0,0,183,0,F,23,0,1,2,10,,hot,0,0,0,1,12
501,23,30.229999542,30.23,3,5,5,0,13,11,2,0,0,0,5,3,3,0,0,0,158,1,M,21,0,1,7,8,,hot,0,0,0,1,12
502,23,30.229999542,30.23,1,13,7,6,52,52,0,0,4,15,19,12,2,0,0,0,514,0,F,20,0,1,6,8,,hot,0,0,0,1,12
503,23,30.229999542,30.23,3,9,7,2,16,14,2,0,1,2,4,4,2,1,0,0,185,1,M,18,0,1,5,10,,hot,0,0,0,1,12
504,23,30.229999542,30.23,3,7,4,3,18,18,0,0,2,3,5,6,1,1,0,0,213,0,F,19,1,1,3,5,,hot,0,0,0,1,12
505,23,30.229999542,30.23,3,19,17,2,24,22,0,2,4,7,9,2,0,0,0,0,174,1,M,19,1,1,8,6,,hot,0,0,0,1,12
506,23,30.229999542,30.23,3,9,7,2,7,7,0,0,0,1,3,2,1,0,0,0,87,1,M,23,0,0,7,5,,hot,0,0,0,1,12
507,23,30.229999542,30.23,2,9,7,2,37,37,0,0,6,16,9,5,1,0,0,0,300,0,F,20,0,1,7,10,,hot,0,0,0,1,12
508,23,30.229999542,30.23,3,13,7,6,16,16,0,0,0,5,7,2,1,1,0,0,179,1,M,21,0,1,8,6,,hot,0,0,0,1,12
509,23,30.229999542,30.23,1,11,9,2,10,9,1,0,0,2,6,0,1,0,0,0,93,1,M,18,0,0,6,7,,hot,0,0,0,1,12
510,23,30.229999542,30.23,3,14,11,3,23,23,0,0,5,4,7,5,2,0,0,0,226,1,M,26,0,1,2,8,,hot,0,0,0,1,12
511,23,30.229999542,30.23,2,12,8,4,10,9,1,0,0,2,2,3,2,0,0,0,119,0,F,20,0,1,6,9,,hot,0,0,0,1,12
512,23,30.229999542,30.23,3,13,10,3,19,19,0,0,1,6,3,5,3,1,0,0,235,1,M,22,0,1,10,7,,hot,0,0,0,1,12
513,23,30.229999542,30.23,3,14,13,1,32,32,0,0,4,13,8,7,0,0,0,0,275,1,M,21,1,1,8,8,,hot,0,0,0,1,12
514,23,30.229999542,30.23,2,12,10,2,17,17,0,0,1,5,6,2,3,0,0,0,186,1,M,24,0,1,3,8,,hot,0,0,0,1,12
515,23,30.229999542,30.23,2,16,16,0,14,14,0,0,2,5,3,1,3,0,0,0,144,0,F,21,0,0,10,7,,hot,0,0,0,1,12
516,23,30.229999542,30.23,3,13,12,1,18,18,0,0,1,4,7,4,1,1,0,0,206,1,M,19,1,1,10,8,,hot,0,0,0,1,12
517,23,30.229999542,30.23,2,16,13,3,34,34,0,0,0,7,15,7,5,0,0,0,402,1,M,23,0,1,7,8,,hot,0,0,0,1,12
518,23,30.229999542,30.23,0,12,9,3,24,24,0,0,1,11,6,3,3,0,0,0,237,0,F,19,0,0,6,9,,hot,0,0,0,1,12
519,23,30.229999542,30.23,1,15,14,1,12,11,1,0,0,0,3,5,2,1,0,0,175,1,M,29,1,1,6,7,,hot,0,0,0,1,12
520,24,22.739999771,22.74,3,13,12,1,48,47,0,1,0,11,20,11,5,0,0,0,536,0,F,24,0,1,7,10,,normal,0,1,0,0,12
521,24,22.739999771,22.74,1,26,0,26,13,13,0,0,0,1,3,3,3,3,0,0,228,0,F,23,0,0,7,7,,normal,0,1,0,0,12
522,24,22.739999771,22.74,2,19,19,0,19,19,0,0,0,7,6,3,1,1,1,0,232,1,M,27,0,1,7,3,,normal,0,1,0,0,12
523,24,22.739999771,22.74,1,11,8,3,23,19,3,1,1,10,6,2,0,0,0,0,153,1,M,24,1,1,2,2,,normal,0,1,0,0,12
524,24,22.739999771,22.74,2,12,12,0,21,21,0,0,2,8,6,2,3,0,0,0,207,0,F,24,1,1,2,3,,normal,0,1,0,0,12
525,24,22.739999771,22.74,0,17,14,3,25,25,0,0,0,4,9,7,4,1,0,0,331,0,F,21,1,1,9,9,,normal,0,1,0,0,12
526,24,22.739999771,22.74,3,14,14,0,17,16,1,0,0,1,9,3,2,1,0,0,211,0,F,26,0,1,7,9,,normal,0,1,0,0,12
527,24,22.739999771,22.74,3,14,11,3,11,11,0,0,0,6,3,1,1,0,0,0,102,1,M,18,1,0,8,6,,normal,0,1,0,0,12
528,24,22.739999771,22.74,3,20,20,0,33,33,0,0,0,8,15,6,3,1,0,0,379,1,M,24,0,1,7,7,,normal,0,1,0,0,12
529,24,22.739999771,22.74,2,17,15,2,21,20,1,0,0,3,7,5,5,0,0,0,268,0,F,22,0,1,3,10,,normal,0,1,0,0,12
530,24,22.739999771,22.74,1,14,14,0,12,0,12,0,0,0,0,0,0,0,0,0,0,1,M,19,1,0,5,1,,normal,0,1,0,0,12
531,24,22.739999771,22.74,3,21,20,1,34,33,1,0,3,8,14,6,2,0,0,0,329,1,M,18,1,1,8,9,,normal,0,1,0,0,12
532,24,22.739999771,22.74,3,10,10,0,32,32,0,0,1,10,12,6,3,0,0,0,336,1,M,26,0,1,5,8,,normal,0,1,0,0,12
533,24,22.739999771,22.74,1,14,13,1,32,30,2,0,1,7,10,10,2,0,0,0,337,0,F,22,0,1,9,9,,normal,0,1,0,0,12
534,24,22.739999771,22.74,3,17,14,3,29,27,2,0,1,8,9,8,1,0,0,0,282,1,M,22,1,1,9,10,,normal,0,1,0,0,12
